country,iso_code,year,primary_energy_consumption,co2,total_ghg,co2_per_capita,co2_per_gdp,energy_per_capita,energy_per_gdp,coal_co2,flaring_co2,gas_co2,oil_co2,cumulative_co2,pop(m),gdp($b)
Slovakia,SVK,2020,181.125,31.154,34.526,5.711,0.217,33193.328,1.262,9.854,0.069,9.492,9.512,3901.54,5.46,143.56
Slovakia,SVK,2021,195.223,35.216,36.12,6.47,0.238,35836.406,1.32,12.076,0.063,10.609,10.126,3936.756,5.44,147.89
Slovakia,SVK,2022,179.893,31.55,29.907,5.765,0.21,31876.369,1.196,9.926,0.057,8.886,10.344,3968.306,5.47,150.36
Slovakia,SVK,2023,186.633,30.739,27.258,5.571,2.0443602021814314e-10,32204.732,1.2412410215482841e-09,9.478,0.057,8.46,10.407,3999.045,5.52,150.36
South Africa,ZAF,1975,553.408,185.001,273.208,7.201,1.053,21468.242,3.149,144.472,0.124,3.444,37.002,4455.045,25.69,175.75
South Africa,ZAF,1976,577.602,192.905,281.31,7.308,1.071,21812.516,3.208,151.759,0.124,3.444,37.684,4647.95,26.4,180.04
South Africa,ZAF,1977,591.76,199.735,288.882,7.365,1.112,21756.012,3.293,158.596,0.124,3.444,37.915,4847.685,27.12,179.68
South Africa,ZAF,1978,586.007,201.876,290.977,7.244,1.091,20971.174,3.167,161.538,0.124,3.444,36.995,5049.561,27.87,185.01
South Africa,ZAF,1979,605.098,218.667,310.756,7.637,1.137,21085.742,3.147,179.979,0.124,3.444,35.314,5268.228,28.63,192.3
South Africa,ZAF,1980,645.864,228.198,321.35,7.731,1.115,21920.789,3.155,194.06,0.124,3.444,30.62,5496.426,29.52,204.7
South Africa,ZAF,1981,751.926,257.075,352.841,8.417,1.193,24871.398,3.49,218.147,0.124,3.444,34.977,5753.501,30.54,215.44
South Africa,ZAF,1982,808.715,280.433,377.721,8.87,1.307,26068.744,3.769,230.754,0.124,3.444,45.775,6033.934,31.62,214.59
South Africa,ZAF,1983,819.453,291.902,390.074,8.916,1.386,25716.262,3.89,239.823,0.124,3.444,48.233,6325.837,32.74,210.67
South Africa,ZAF,1984,895.522,315.593,417.035,9.312,1.426,27328.979,4.045,264.775,0.124,3.444,46.837,6641.43,33.89,221.39
South Africa,ZAF,1985,914.556,323.861,434.625,9.242,1.481,27095.578,4.182,273.529,0.124,3.444,46.914,6965.291,35.04,218.71
South Africa,ZAF,1986,931.701,330.497,437.229,9.135,1.51,26713.27,4.256,280.295,0.124,3.444,46.944,7295.788,36.18,218.89
South Africa,ZAF,1987,946.451,328.665,439.473,8.805,1.472,26203.447,4.238,283.979,0.124,3.444,41.421,7624.453,37.33,223.31
South Africa,ZAF,1988,1042.3,342.655,458.234,8.905,1.474,27873.557,4.483,293.666,0.124,3.444,44.88,7967.107,38.48,232.51
South Africa,ZAF,1989,995.722,340.711,459.927,8.598,1.435,25750.08,4.195,283.953,0.124,3.444,52.875,8307.818,39.63,237.35
South Africa,ZAF,1990,1029.669,312.93,437.762,7.68,1.331,25820.756,4.379,265.098,0.124,3.444,40.615,8620.749,40.75,235.13
South Africa,ZAF,1991,1022.248,326.027,458.303,7.821,1.371,24987.143,4.297,277.713,0.124,3.492,41.238,8946.775,41.69,237.88
South Africa,ZAF,1992,1027.038,301.325,436.294,7.099,1.263,24593.379,4.305,259.668,0.124,3.517,34.753,9248.101,42.44,238.57
South Africa,ZAF,1993,1025.258,320.345,453.286,7.399,1.296,24109.285,4.147,289.723,0.124,3.924,23.156,9568.446,43.3,247.2
South Africa,ZAF,1994,1069.309,338.698,470.857,7.697,1.293,24713.633,4.084,299.202,0.124,3.924,31.646,9907.144,44.0,261.85
South Africa,ZAF,1995,1117.516,361.694,498.666,8.12,1.303,25406.133,4.026,319.53,0.115,3.924,33.767,10268.837,44.54,277.58
South Africa,ZAF,1996,1139.763,363.732,501.193,8.061,1.225,25519.965,3.839,324.11,0.123,3.532,31.65,10632.57,45.12,296.91
South Africa,ZAF,1997,1165.543,385.223,524.399,8.436,1.235,25737.912,3.736,333.296,0.206,3.155,44.243,11017.793,45.67,311.99
South Africa,ZAF,1998,1145.026,377.262,517.034,8.162,1.178,24972.111,3.577,325.821,0.246,2.656,44.587,11395.055,46.22,320.15
South Africa,ZAF,1999,1183.745,374.891,511.317,8.022,1.12,25531.172,3.537,336.747,0.204,3.473,30.69,11769.946,46.73,334.64
South Africa,ZAF,2000,1185.383,378.307,511.406,8.022,1.062,25321.518,3.329,337.883,0.251,3.199,33.302,12148.253,47.16,356.07
South Africa,ZAF,2001,1191.536,371.624,502.076,7.813,0.991,25228.531,3.178,337.693,0.254,4.155,25.886,12519.877,47.57,374.89
South Africa,ZAF,2002,1161.125,356.523,483.401,7.425,0.9,24361.893,2.931,325.528,0.218,4.122,22.449,12876.399,48.02,396.14
South Africa,ZAF,2003,1257.957,404.41,528.711,8.338,0.978,26150.76,3.041,357.445,0.293,2.47,39.744,13280.809,48.5,413.71
South Africa,ZAF,2004,1372.774,449.307,572.924,9.171,1.023,28271.934,3.125,384.086,0.283,6.364,54.238,13730.116,48.99,439.27
South Africa,ZAF,2005,1299.322,416.201,536.842,8.41,0.885,26507.484,2.763,376.718,0.271,6.313,27.832,14146.317,49.49,470.19
South Africa,ZAF,2006,1326.061,446.77,567.855,8.936,0.884,26793.561,2.623,382.017,0.215,6.126,53.08,14593.088,50.0,505.57
South Africa,ZAF,2007,1362.195,465.045,592.673,9.204,0.856,27246.029,2.509,392.172,0.158,7.892,59.332,15058.132,50.53,542.98
South Africa,ZAF,2008,1459.696,494.698,618.312,9.678,0.865,28867.252,2.553,418.3,0.171,8.119,62.765,15552.83,51.11,571.66
South Africa,ZAF,2009,1453.214,474.523,593.054,9.173,0.826,28399.289,2.528,390.674,0.169,7.039,71.071,16027.354,51.73,574.77
South Africa,ZAF,2010,1463.988,463.0,577.552,8.845,0.762,28270.551,2.409,394.437,0.193,8.867,54.458,16490.354,52.34,607.6
South Africa,ZAF,2011,1446.214,465.908,579.341,8.792,0.722,27576.695,2.241,389.67,0.133,8.801,62.665,16956.262,53.0,645.39
South Africa,ZAF,2012,1423.831,458.965,575.617,8.534,0.695,26791.422,2.155,392.821,0.073,9.255,52.183,17415.225,53.78,660.85
South Africa,ZAF,2013,1430.122,458.647,574.262,8.388,0.677,26545.875,2.112,392.664,0.051,9.384,51.655,17873.873,54.68,677.28
South Africa,ZAF,2014,1446.701,471.965,587.511,8.489,0.687,26433.637,2.106,399.204,0.052,9.043,58.756,18345.838,55.59,686.85
South Africa,ZAF,2015,1417.702,446.349,560.151,7.869,0.641,25372.062,2.037,377.026,0.045,9.966,53.894,18792.188,56.72,695.93
South Africa,ZAF,2016,1482.439,457.09,568.615,7.983,0.652,26274.004,2.116,384.493,0.042,7.815,59.049,19249.277,57.26,700.56
South Africa,ZAF,2017,1476.937,439.996,554.205,7.634,0.621,26075.314,2.084,369.921,0.03,7.339,57.224,19689.273,57.64,708.67
South Africa,ZAF,2018,1421.174,434.581,548.07,7.414,0.604,24785.197,1.975,355.115,0.057,9.12,64.823,20123.855,58.61,719.46
South Africa,ZAF,2019,1485.7,464.114,577.932,7.789,0.643,25577.125,2.059,394.345,0.042,9.105,55.169,20587.969,59.59,721.64
South Africa,ZAF,2020,1392.896,434.067,546.879,7.167,0.642,23687.934,2.061,373.889,0.055,9.644,45.408,21022.033,60.56,675.87
South Africa,ZAF,2021,1406.093,425.918,539.087,6.925,0.601,23674.678,1.983,355.642,0.052,8.383,56.558,21447.953,61.5,709.08
South Africa,ZAF,2022,1353.265,405.312,517.475,6.498,0.56,22594.381,1.87,335.074,0.038,8.484,56.434,21853.264,62.38,723.56
South Africa,ZAF,2023,1348.083,401.893,512.957,6.358,5.554391556182702e-10,22313.898,1.863127955011271e-09,329.773,0.044,9.433,57.361,22255.156,63.21,723.56
South Korea,KOR,1975,265.597,81.666,91.284,2.276,0.531,7391.927,1.726,30.679,0.0,0.0,46.034,734.585,35.88,153.9
South Korea,KOR,1976,297.131,93.105,102.55,2.559,0.535,8150.316,1.706,33.797,0.0,0.0,53.516,827.69,36.38,174.13
South Korea,KOR,1977,341.649,105.46,116.179,2.862,0.539,9255.949,1.747,37.061,0.0,0.0,61.489,933.149,36.84,195.58
South Korea,KOR,1978,382.705,113.119,125.003,3.034,0.522,10251.956,1.765,36.351,0.0,0.0,69.422,1046.269,37.28,216.8
South Korea,KOR,1979,441.152,132.874,145.568,3.523,0.565,11689.877,1.876,46.002,0.0,0.0,78.923,1179.143,37.71,235.18
South Korea,KOR,1980,454.032,134.524,148.309,3.527,0.582,11894.838,1.964,49.424,0.0,0.0,77.556,1313.667,38.14,231.18
South Korea,KOR,1981,475.339,139.59,154.783,3.608,0.563,12272.544,1.918,59.927,0.0,0.0,72.132,1453.257,38.69,247.78
South Korea,KOR,1982,475.549,140.782,155.366,3.577,0.525,12068.728,1.773,60.57,0.0,0.0,71.604,1594.039,39.36,268.26
South Korea,KOR,1983,517.045,149.134,165.663,3.728,0.491,12908.779,1.702,64.558,0.0,0.0,74.361,1743.173,40.0,303.78
South Korea,KOR,1984,564.712,160.7,180.297,3.958,0.479,13887.152,1.683,77.641,0.0,0.0,73.284,1903.873,40.6,335.51
South Korea,KOR,1985,624.169,168.758,190.147,4.101,0.467,15137.73,1.727,87.829,0.0,0.0,71.168,2072.631,41.15,361.52
South Korea,KOR,1986,700.47,176.297,200.098,4.226,0.438,16754.162,1.742,91.149,0.0,0.146,73.844,2248.928,41.72,402.09
South Korea,KOR,1987,776.487,185.358,208.965,4.38,0.41,18311.111,1.717,92.276,0.0,4.477,76.399,2434.286,42.32,452.22
South Korea,KOR,1988,866.703,210.953,235.497,4.915,0.417,20161.307,1.713,98.915,0.0,5.783,92.496,2645.24,42.92,506.05
South Korea,KOR,1989,942.222,223.51,246.775,5.135,0.413,21626.703,1.74,96.028,0.0,5.598,107.457,2868.75,43.52,541.63
South Korea,KOR,1990,1066.037,250.511,273.947,5.683,0.421,24162.186,1.792,94.308,0.0,6.433,130.947,3119.261,44.08,594.76
South Korea,KOR,1991,1205.615,275.688,302.876,6.204,0.423,27100.135,1.849,94.094,0.0,7.441,151.671,3394.949,44.44,651.87
South Korea,KOR,1992,1359.716,299.905,327.677,6.716,0.436,30416.184,1.978,91.32,0.0,9.733,173.971,3694.855,44.65,687.37
South Korea,KOR,1993,1491.08,330.174,355.763,7.356,0.453,33184.629,2.044,99.62,0.0,12.159,189.427,4025.029,44.89,729.37
South Korea,KOR,1994,1607.975,355.695,382.923,7.881,0.45,35601.617,2.033,101.801,0.0,16.186,206.573,4380.724,45.13,791.07
South Korea,KOR,1995,1756.939,383.665,411.716,8.457,0.446,38704.719,2.041,105.3,0.0,19.574,226.079,4764.389,45.37,860.79
South Korea,KOR,1996,1940.434,420.996,452.547,9.225,0.458,42497.312,2.11,122.689,0.0,25.859,239.471,5185.385,45.64,919.81
South Korea,KOR,1997,2131.123,444.968,480.906,9.686,0.46,46366.664,2.202,133.313,0.0,31.427,246.07,5630.353,45.94,967.6
South Korea,KOR,1998,1946.37,378.038,409.768,8.177,0.416,42083.441,2.143,137.598,0.0,29.399,183.586,6008.391,46.23,908.37
South Korea,KOR,1999,2122.024,410.519,444.353,8.828,0.409,45614.859,2.113,145.635,0.0,35.797,200.628,6418.909,46.5,1004.16
South Korea,KOR,2000,2244.493,439.981,474.523,9.408,0.405,47970.941,2.066,163.883,0.0,40.204,206.229,6858.89,46.77,1086.26
South Korea,KOR,2001,2298.658,455.631,490.842,9.685,0.404,48840.297,2.039,174.626,0.0,44.163,206.083,7314.521,47.04,1127.62
South Korea,KOR,2002,2404.675,476.065,507.07,10.065,0.396,50816.59,1.999,187.637,0.0,49.069,207.116,7790.585,47.3,1203.07
South Korea,KOR,2003,2482.262,485.213,516.537,10.212,0.395,52214.469,2.018,195.319,0.0,51.401,205.372,8275.798,47.51,1229.83
South Korea,KOR,2004,2540.134,491.389,524.868,10.302,0.384,53221.828,1.983,203.138,0.0,60.234,196.256,8767.188,47.7,1281.24
South Korea,KOR,2005,2625.468,498.688,533.677,10.422,0.377,54823.371,1.985,209.293,0.0,65.27,195.069,9265.876,47.85,1322.35
South Korea,KOR,2006,2669.078,503.478,538.892,10.488,0.365,55548.691,1.932,216.428,0.0,67.995,190.054,9769.354,48.01,1381.28
South Korea,KOR,2007,2749.141,521.709,557.804,10.829,0.361,57011.746,1.9,228.427,0.0,73.37,187.258,10291.062,48.18,1446.72
South Korea,KOR,2008,2794.909,532.651,566.226,11.015,0.361,57747.695,1.892,253.041,0.0,75.924,171.088,10823.714,48.36,1477.43
South Korea,KOR,2009,2810.56,537.82,572.639,11.078,0.364,57844.699,1.902,262.395,0.0,72.171,172.708,11361.534,48.55,1477.64
South Korea,KOR,2010,3035.251,594.339,629.962,12.187,0.38,62181.16,1.942,295.05,0.0,91.541,176.156,11955.873,48.77,1562.82
South Korea,KOR,2011,3176.248,623.443,661.308,12.69,0.387,64597.434,1.974,320.169,0.0,98.513,171.469,12579.315,49.13,1609.22
South Korea,KOR,2012,3216.293,627.943,666.282,12.66,0.381,64799.957,1.952,316.99,0.0,106.566,170.817,13207.258,49.6,1647.89
South Korea,KOR,2013,3225.866,634.581,672.719,12.674,0.373,64390.82,1.898,320.644,0.0,111.531,168.582,13841.839,50.07,1700.05
South Korea,KOR,2014,3252.673,629.366,668.111,12.453,0.359,64335.422,1.854,331.304,0.0,101.445,161.534,14471.206,50.54,1754.48
South Korea,KOR,2015,3309.518,634.177,673.841,12.439,0.352,64899.633,1.835,335.411,0.0,92.589,170.594,15105.383,50.98,1803.76
South Korea,KOR,2016,3407.431,637.914,677.875,12.435,0.344,66408.734,1.835,320.697,0.0,96.655,184.034,15743.297,51.3,1856.92
South Korea,KOR,2017,3445.807,654.537,695.344,12.713,0.342,66893.758,1.799,337.669,0.0,100.861,179.413,16397.834,51.49,1915.6
South Korea,KOR,2018,3503.051,670.169,711.172,12.977,0.34,67787.555,1.777,340.348,0.0,117.173,177.633,17068.004,51.64,1971.29
South Korea,KOR,2019,3462.676,646.102,686.98,12.481,0.321,66842.078,1.718,321.606,0.0,113.586,175.797,17714.104,51.77,2015.52
South Korea,KOR,2020,3346.965,597.634,642.407,11.524,0.299,64557.531,1.672,282.883,0.0,116.635,165.068,18311.74,51.86,2001.23
South Korea,KOR,2021,3506.508,616.075,662.686,11.882,0.296,67653.844,1.682,283.908,0.006,126.79,171.484,18927.814,51.85,2084.18
South Korea,KOR,2022,3542.344,602.092,649.374,11.627,0.282,68364.156,1.657,268.099,0.006,126.732,173.664,19529.906,51.78,2137.56
South Korea,KOR,2023,3453.895,577.417,626.952,11.158,2.7012902561799437e-10,66698.023,1.615811953816501e-09,251.87,0.006,122.051,170.389,20107.324,51.75,2137.56
Spain,ESP,1975,736.829,181.054,228.735,5.058,0.404,20604.588,1.643,41.14,0.154,2.539,125.81,3169.52,35.8,448.57
Spain,ESP,1976,787.319,197.746,245.486,5.466,0.421,21785.803,1.677,40.615,0.154,3.312,141.797,3367.266,36.18,469.58
Spain,ESP,1977,816.26,194.829,243.32,5.33,0.401,22355.273,1.68,44.356,0.154,3.067,134.132,3562.094,36.55,485.92
Spain,ESP,1978,819.629,199.514,249.396,5.406,0.399,22232.996,1.639,36.23,0.154,3.089,145.943,3761.608,36.9,500.16
Spain,ESP,1979,882.752,202.747,252.376,5.446,0.398,23736.928,1.735,42.154,0.154,3.506,144.011,3964.355,37.23,508.82
Spain,ESP,1980,887.016,213.912,264.723,5.699,0.407,23659.025,1.689,49.251,0.154,3.986,147.634,4178.267,37.54,525.06
Spain,ESP,1981,894.217,206.096,256.23,5.45,0.393,23682.451,1.705,56.762,0.154,4.408,131.623,4384.363,37.81,524.56
Spain,ESP,1982,893.8,208.599,262.46,5.483,0.391,23532.107,1.675,66.296,0.154,4.789,123.916,4592.961,38.05,533.52
Spain,ESP,1983,914.974,203.435,255.716,5.318,0.374,23971.16,1.683,69.349,0.154,5.038,115.046,4796.397,38.25,543.78
Spain,ESP,1984,929.585,197.667,250.829,5.143,0.36,24252.189,1.693,69.517,0.154,4.785,111.814,4994.064,38.44,549.1
Spain,ESP,1985,922.283,199.931,253.248,5.179,0.353,23972.881,1.628,75.007,0.154,5.383,108.621,5193.995,38.6,566.34
Spain,ESP,1986,941.692,189.113,244.173,4.882,0.321,24401.979,1.596,73.44,0.154,5.023,99.718,5383.108,38.74,590.02
Spain,ESP,1987,976.362,189.508,243.3,4.878,0.3,25232.549,1.543,70.319,0.139,5.485,103.31,5572.616,38.85,632.71
Spain,ESP,1988,1019.785,197.458,255.224,5.069,0.293,26295.514,1.512,60.992,0.143,7.508,117.569,5770.074,38.95,674.68
Spain,ESP,1989,1068.388,224.885,281.733,5.762,0.312,27502.225,1.484,75.425,0.147,10.124,127.15,5994.959,39.03,719.99
Spain,ESP,1990,1068.754,230.174,286.843,5.889,0.304,27481.551,1.413,79.807,1.764,12.062,121.261,6225.134,39.08,756.12
Spain,ESP,1991,1106.518,240.009,294.724,6.122,0.305,28374.404,1.406,82.396,1.749,13.463,127.755,6465.143,39.2,786.76
Spain,ESP,1992,1159.128,248.412,298.071,6.302,0.309,29567.898,1.443,85.65,1.852,14.57,133.044,6713.554,39.42,803.26
Spain,ESP,1993,1121.501,239.809,288.794,6.048,0.302,28449.67,1.412,82.449,1.837,14.168,128.569,6953.363,39.65,794.22
Spain,ESP,1994,1174.692,252.047,290.236,6.324,0.307,29646.164,1.432,82.941,2.089,15.212,137.166,7205.41,39.86,820.14
Spain,ESP,1995,1219.41,265.779,325.915,6.636,0.311,30627.23,1.426,85.879,1.863,18.878,143.469,7471.189,40.05,855.02
Spain,ESP,1996,1266.568,253.237,311.427,6.294,0.286,31666.996,1.431,72.659,1.794,21.289,142.029,7724.427,40.24,885.03
Spain,ESP,1997,1317.594,265.567,315.463,6.57,0.287,32792.242,1.423,75.331,1.815,27.489,144.683,7989.994,40.42,925.9
Spain,ESP,1998,1377.544,274.318,334.666,6.754,0.281,34129.422,1.41,73.456,1.942,28.462,152.941,8264.312,40.62,976.81
Spain,ESP,1999,1441.673,297.773,357.498,7.296,0.289,35559.797,1.397,83.531,1.994,32.502,161.365,8562.085,40.81,1031.65
Spain,ESP,2000,1525.348,310.072,366.208,7.559,0.283,37439.527,1.393,88.321,2.133,37.153,163.469,8872.157,41.02,1095.0
Spain,ESP,2001,1587.078,311.809,371.373,7.56,0.272,38740.926,1.383,81.098,2.038,39.97,169.399,9183.966,41.25,1147.96
Spain,ESP,2002,1614.626,331.95,395.617,7.95,0.279,38927.609,1.355,90.917,2.069,45.027,173.921,9515.916,41.76,1191.32
Spain,ESP,2003,1694.781,336.333,403.218,7.912,0.271,40131.898,1.367,84.293,1.9,51.279,178.25,9852.248,42.51,1239.65
Spain,ESP,2004,1744.459,353.011,415.476,8.165,0.274,40606.906,1.352,87.367,2.234,58.736,183.598,10205.26,43.23,1289.83
Spain,ESP,2005,1770.33,368.339,426.567,8.379,0.273,40524.547,1.312,87.766,2.297,68.912,187.751,10573.599,43.96,1348.84
Spain,ESP,2006,1783.067,359.654,415.751,8.047,0.254,40138.527,1.259,77.952,2.416,74.012,183.443,10933.253,44.7,1415.74
Spain,ESP,2007,1828.408,367.401,426.04,8.072,0.248,40410.574,1.234,84.629,2.565,75.626,182.939,11300.653,45.52,1481.14
Spain,ESP,2008,1774.594,335.889,390.615,7.265,0.222,38606.211,1.175,59.334,2.304,82.523,173.209,11636.542,46.24,1510.62
Spain,ESP,2009,1652.099,296.501,353.438,6.358,0.202,35630.328,1.125,45.081,2.256,73.68,161.035,11933.044,46.64,1468.77
Spain,ESP,2010,1692.348,282.938,336.454,6.04,0.191,36337.699,1.143,36.352,2.28,73.623,156.339,12215.982,46.84,1480.38
Spain,ESP,2011,1661.356,283.801,353.414,6.039,0.192,35552.812,1.125,54.215,2.739,68.024,146.018,12499.782,47.0,1477.19
Spain,ESP,2012,1647.511,278.061,331.114,5.914,0.194,35236.293,1.149,63.253,3.379,65.077,134.678,12777.844,47.02,1433.48
Spain,ESP,2013,1578.531,251.942,305.803,5.376,0.178,33871.531,1.117,49.191,3.835,59.055,129.347,13029.785,46.86,1413.36
Spain,ESP,2014,1554.219,254.181,308.413,5.441,0.177,33449.562,1.085,54.142,4.065,54.251,129.902,13283.967,46.72,1433.09
Spain,ESP,2015,1573.144,270.74,324.09,5.799,0.182,33881.086,1.057,61.841,3.707,56.603,136.332,13554.707,46.68,1488.1
Spain,ESP,2016,1582.913,259.625,313.607,5.556,0.169,34060.691,1.032,45.677,3.764,57.653,140.243,13814.332,46.73,1533.3
Spain,ESP,2017,1602.043,273.58,330.348,5.837,0.173,34390.281,1.015,53.598,3.823,62.528,141.132,14087.912,46.87,1578.93
Spain,ESP,2018,1628.671,268.59,326.444,5.703,0.166,34806.586,1.008,48.081,3.794,61.842,142.101,14356.502,47.09,1615.0
Spain,ESP,2019,1583.871,250.596,307.788,5.283,0.152,33605.449,0.962,23.649,3.645,71.178,140.026,14607.098,47.44,1647.04
Spain,ESP,2020,1422.96,211.843,270.246,4.443,0.145,30043.191,0.974,14.326,3.558,64.25,118.806,14818.94,47.68,1460.51
Spain,ESP,2021,1530.27,229.069,288.961,4.799,0.149,32225.066,0.993,16.271,3.511,68.124,129.749,15048.01,47.74,1541.12
Spain,ESP,2022,1591.031,234.657,295.156,4.906,0.144,33454.09,0.979,17.872,3.824,67.501,135.101,15282.666,47.83,1625.14
Spain,ESP,2023,1572.863,221.616,282.618,4.626,1.3636732835324957e-10,33099.23,9.678323098317683e-10,13.553,3.824,60.778,132.89,15504.282,47.91,1625.14
Sweden,SWE,1975,529.476,80.76,88.262,9.858,0.436,64378.641,2.859,7.086,0.336,0.0,72.118,2419.757,8.19,185.22
Sweden,SWE,1976,562.746,88.241,96.508,10.732,0.471,68236.461,3.007,6.577,0.336,0.0,80.231,2507.998,8.22,187.17
Sweden,SWE,1977,555.369,85.74,93.143,10.391,0.465,67193.312,3.015,5.375,0.336,0.0,79.054,2593.739,8.25,184.2
Sweden,SWE,1978,645.843,79.476,86.762,9.603,0.424,77988.031,3.446,5.668,0.336,0.0,72.628,2673.215,8.28,187.42
Sweden,SWE,1979,681.112,84.869,92.981,10.233,0.436,82100.898,3.5,6.877,0.336,0.0,76.79,2758.083,8.29,194.62
Sweden,SWE,1980,641.029,71.714,79.224,8.629,0.362,77123.109,3.24,6.408,0.336,0.0,64.073,2829.797,8.31,197.85
Sweden,SWE,1981,636.087,69.389,76.702,8.34,0.351,76391.32,3.215,5.463,0.336,0.0,62.757,2899.186,8.32,197.82
Sweden,SWE,1982,604.897,62.257,68.043,7.478,0.312,72523.25,3.027,6.731,0.336,0.0,54.363,2961.443,8.33,199.82
Sweden,SWE,1983,601.358,58.268,64.71,6.996,0.287,71974.859,2.958,7.848,0.336,0.0,49.284,3019.711,8.33,203.33
Sweden,SWE,1984,636.668,57.308,64.054,6.874,0.271,76053.758,3.012,9.739,0.336,0.0,46.357,3077.019,8.34,211.4
Sweden,SWE,1985,691.626,62.364,70.093,7.469,0.289,82435.344,3.21,11.743,0.336,0.158,49.383,3139.383,8.35,215.47
Sweden,SWE,1986,716.907,62.01,68.208,7.409,0.282,85226.414,3.256,11.769,0.336,0.414,48.782,3201.393,8.37,220.21
Sweden,SWE,1987,701.871,59.695,66.514,7.109,0.263,83179.805,3.094,11.186,0.336,0.553,46.808,3261.087,8.4,226.88
Sweden,SWE,1988,685.929,57.425,63.023,6.807,0.248,81001.203,2.96,11.058,0.336,0.711,44.507,3318.513,8.44,231.72
Sweden,SWE,1989,670.826,55.521,60.924,6.537,0.234,78874.5,2.828,10.794,0.336,0.949,42.532,3374.033,8.49,237.24
Sweden,SWE,1990,644.207,57.52,63.014,6.721,0.239,75359.844,2.682,11.759,0.336,1.588,41.99,3431.554,8.56,240.23
Sweden,SWE,1991,642.135,57.751,64.233,6.702,0.243,74717.539,2.699,11.847,0.284,1.716,42.231,3489.305,8.62,237.95
Sweden,SWE,1992,652.992,57.578,66.006,6.643,0.244,75575.367,2.77,11.103,0.311,1.993,42.608,3546.883,8.67,235.76
Sweden,SWE,1993,647.156,57.572,68.644,6.604,0.249,74527.914,2.795,11.05,0.345,2.065,42.505,3604.455,8.72,231.56
Sweden,SWE,1994,649.779,60.026,73.263,6.836,0.249,74486.352,2.69,11.237,0.295,2.027,44.745,3664.481,8.78,241.52
Sweden,SWE,1995,666.649,59.512,76.36,6.743,0.236,76114.609,2.648,11.224,0.337,2.061,44.029,3723.993,8.83,251.74
Sweden,SWE,1996,650.224,63.381,79.983,7.17,0.247,74011.07,2.535,12.388,0.322,2.224,46.635,3787.374,8.84,256.5
Sweden,SWE,1997,673.384,58.383,76.458,6.6,0.221,76452.516,2.549,10.784,0.358,2.254,43.282,3845.757,8.85,264.17
Sweden,SWE,1998,705.514,58.802,77.482,6.644,0.213,79912.117,2.556,11.108,0.365,2.23,43.309,3904.559,8.85,276.04
Sweden,SWE,1999,690.032,55.982,73.701,6.32,0.193,77979.523,2.382,10.048,0.375,2.171,41.585,3960.541,8.86,289.7
Sweden,SWE,2000,651.783,54.93,76.525,6.191,0.181,73473.094,2.148,10.102,0.374,2.079,40.448,4015.47,8.87,303.45
Sweden,SWE,2001,695.756,55.838,79.393,6.277,0.181,78203.445,2.256,10.942,0.373,2.397,40.175,4071.308,8.9,308.4
Sweden,SWE,2002,649.472,56.685,80.335,6.351,0.179,72761.773,2.046,11.42,0.368,2.442,40.495,4127.993,8.93,317.46
Sweden,SWE,2003,609.237,57.292,85.793,6.395,0.176,67983.805,1.867,11.55,0.396,2.266,41.209,4185.286,8.96,326.4
Sweden,SWE,2004,664.597,56.517,87.769,6.284,0.165,73809.125,1.944,11.815,0.387,2.196,40.175,4241.802,8.99,341.9
Sweden,SWE,2005,673.01,53.875,87.59,5.966,0.152,74351.461,1.898,10.952,0.364,1.867,38.628,4295.678,9.03,354.5
Sweden,SWE,2006,630.143,53.738,89.932,5.918,0.144,69210.57,1.693,10.696,0.812,2.048,38.067,4349.416,9.08,372.24
Sweden,SWE,2007,641.107,52.994,89.336,5.793,0.137,69957.219,1.653,10.775,0.848,2.16,37.124,4402.41,9.15,387.88
Sweden,SWE,2008,638.565,50.866,85.546,5.517,0.131,69189.039,1.642,10.344,0.861,1.888,35.675,4453.276,9.22,388.98
Sweden,SWE,2009,579.813,47.238,81.298,5.08,0.127,62336.012,1.554,7.372,0.864,2.483,34.707,4500.514,9.3,373.03
Sweden,SWE,2010,621.735,53.12,88.076,5.664,0.133,66270.922,1.555,10.317,0.825,3.431,36.521,4553.634,9.38,399.84
Sweden,SWE,2011,612.016,49.211,82.093,5.208,0.124,64644.645,1.539,9.472,0.834,2.718,34.127,4602.845,9.45,397.62
Sweden,SWE,2012,645.245,46.712,79.582,4.907,0.118,67522.562,1.632,8.643,0.838,2.356,32.73,4649.557,9.52,395.28
Sweden,SWE,2013,603.543,45.202,76.917,4.708,0.113,62550.262,1.509,8.744,0.699,2.358,31.339,4694.758,9.6,399.97
Sweden,SWE,2014,600.777,43.473,74.93,4.483,0.106,61633.875,1.463,8.291,0.773,2.054,30.381,4738.231,9.7,410.6
Sweden,SWE,2015,622.062,43.418,75.343,4.431,0.101,63157.691,1.45,8.022,0.822,1.967,30.49,4781.649,9.8,429.04
Sweden,SWE,2016,609.401,43.414,75.775,4.375,0.099,61225.848,1.392,8.034,0.64,2.261,30.341,4825.063,9.92,437.92
Sweden,SWE,2017,631.343,42.438,75.909,4.219,0.094,62769.023,1.406,8.315,0.801,1.812,29.4,4867.501,10.06,449.17
Sweden,SWE,2018,609.195,42.058,74.144,4.133,0.092,59946.555,1.33,8.093,0.825,1.886,29.098,4909.56,10.18,457.92
